person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
36,30000,RENT,14.0,MEDICAL,B,3000,10.38,0,0.1,N,11
21,60000,RENT,5.0,EDUCATION,B,10000,12.18,0,0.17,N,2
36,180000,OTHER,11.0,PERSONAL,B,20000,11.48,1,0.11,N,15
24,60629,RENT,7.0,HOMEIMPROVEMENT,A,10000,7.51,0,0.16,N,2
25,70000,OWN,9.0,HOMEIMPROVEMENT,A,5000,8.59,0,0.07,N,3
26,64992,MORTGAGE,1.0,DEBTCONSOLIDATION,A,4000,9.63,0,0.06,N,4
25,31200,OWN,,HOMEIMPROVEMENT,E,4000,17.19,1,0.13,Y,4
30,78411,OTHER,15.0,VENTURE,B,15850,11.14,0,0.2,N,5
26,50000,RENT,4.0,PERSONAL,B,6000,,0,0.12,N,3
25,70000,RENT,3.0,PERSONAL,C,8000,14.26,0,0.11,N,4
22,48609,RENT,6.0,DEBTCONSOLIDATION,A,12000,7.49,0,0.25,N,3
23,98000,MORTGAGE,7.0,VENTURE,A,10000,,0,0.1,N,4
25,111996,RENT,9.0,PERSONAL,D,24250,,0,0.22,N,3
28,33600,RENT,12.0,EDUCATION,B,4200,10.0,0,0.13,N,5
37,33000,RENT,0.0,VENTURE,A,10000,5.99,0,0.3,N,11
29,163000,RENT,,VENTURE,D,4000,16.29,1,0.02,N,6
25,32000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,8000,10.36,1,0.25,N,2
22,76000,RENT,0.0,EDUCATION,C,14400,14.35,0,0.19,N,2
28,115000,MORTGAGE,12.0,EDUCATION,A,22000,7.51,0,0.19,N,7
22,35000,RENT,6.0,DEBTCONSOLIDATION,B,12000,11.71,1,0.34,N,4
26,42000,RENT,4.0,DEBTCONSOLIDATION,B,14000,9.45,1,0.33,N,2
24,35000,RENT,0.0,MEDICAL,A,1800,7.14,0,0.05,N,2
28,29120,RENT,0.0,VENTURE,D,1500,15.7,1,0.05,Y,6
33,40000,MORTGAGE,2.0,PERSONAL,B,6000,12.21,0,0.15,N,10
25,21812,RENT,7.0,EDUCATION,C,6000,14.72,0,0.28,Y,2
35,42000,MORTGAGE,,EDUCATION,C,5000,14.17,1,0.12,N,8
36,43000,RENT,12.0,DEBTCONSOLIDATION,D,13600,15.58,1,0.32,Y,12
54,77000,RENT,24.0,VENTURE,C,24000,13.49,1,0.31,N,21
24,105000,RENT,2.0,VENTURE,A,13800,7.66,0,0.13,N,2
27,125000,MORTGAGE,2.0,EDUCATION,A,8000,6.76,0,0.06,N,10
27,50600,RENT,9.0,VENTURE,B,12000,9.91,0,0.24,N,7
25,160000,MORTGAGE,3.0,VENTURE,C,20000,13.47,0,0.13,Y,2
23,49161,RENT,1.0,HOMEIMPROVEMENT,D,8000,13.17,1,0.16,Y,4
21,50500,RENT,0.0,MEDICAL,B,5000,10.37,0,0.1,N,3
22,70000,MORTGAGE,6.0,VENTURE,B,2000,10.74,0,0.03,N,2
49,50000,RENT,4.0,DEBTCONSOLIDATION,B,9200,,0,0.18,N,16
26,96000,RENT,4.0,PERSONAL,D,1500,,0,0.02,Y,2
35,33000,RENT,2.0,VENTURE,C,7600,15.27,0,0.23,N,6
27,86000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,4500,10.37,0,0.05,N,6
25,69570,OWN,0.0,PERSONAL,A,1500,7.74,0,0.02,N,2
24,105508,MORTGAGE,8.0,MEDICAL,A,3500,7.66,0,0.03,N,4
21,31000,MORTGAGE,5.0,PERSONAL,A,6000,7.51,0,0.19,N,4
26,35000,RENT,10.0,MEDICAL,B,12875,,1,0.37,N,2
28,91800,MORTGAGE,6.0,MEDICAL,D,10000,16.89,1,0.09,Y,8
33,21600,RENT,3.0,PERSONAL,B,10000,12.53,1,0.46,N,7
25,77000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,3000,7.49,0,0.04,N,4
26,34000,MORTGAGE,5.0,EDUCATION,B,5500,10.65,1,0.16,N,3
27,25440,MORTGAGE,5.0,EDUCATION,D,1200,,0,0.05,N,10
26,36000,RENT,3.0,DEBTCONSOLIDATION,D,7000,14.96,1,0.19,Y,4
27,33267,MORTGAGE,5.0,HOMEIMPROVEMENT,B,3200,12.18,0,0.1,N,6
31,100000,MORTGAGE,8.0,VENTURE,B,7000,10.08,0,0.07,N,10
27,78000,OWN,4.0,VENTURE,B,6000,12.18,0,0.08,N,10
23,72000,RENT,7.0,VENTURE,B,12000,9.99,0,0.17,N,3
36,55000,RENT,8.0,VENTURE,A,7500,8.9,0,0.14,N,13
26,53000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,2800,6.03,0,0.05,N,4
22,31200,RENT,1.0,VENTURE,B,3200,11.99,0,0.1,N,2
31,30000,OWN,6.0,VENTURE,B,2500,11.36,0,0.08,N,9
22,32760,RENT,3.0,PERSONAL,C,5000,13.48,0,0.15,Y,3
24,53000,OWN,3.0,HOMEIMPROVEMENT,A,9800,7.51,0,0.18,N,4
27,144000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,11000,8.9,0,0.08,N,6
28,55000,OWN,0.0,DEBTCONSOLIDATION,D,6700,16.77,0,0.12,Y,7
23,36000,MORTGAGE,7.0,EDUCATION,B,2000,11.49,0,0.06,N,2
23,58200,MORTGAGE,2.0,DEBTCONSOLIDATION,B,13000,,0,0.22,N,2
36,60996,MORTGAGE,8.0,DEBTCONSOLIDATION,B,15000,9.63,0,0.25,N,14
23,33600,RENT,2.0,PERSONAL,B,1000,10.36,0,0.03,N,2
42,60000,RENT,3.0,PERSONAL,C,11300,13.61,0,0.19,Y,14
27,45000,RENT,1.0,EDUCATION,B,6000,10.65,0,0.13,N,8
38,140000,OWN,13.0,VENTURE,B,24000,12.18,0,0.17,N,15
22,49600,MORTGAGE,4.0,VENTURE,D,10000,14.96,0,0.2,Y,3
28,73200,RENT,2.0,PERSONAL,A,12000,8.9,0,0.16,N,10
26,45000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4000,13.92,0,0.09,N,2
41,56004,RENT,4.0,EDUCATION,B,12800,11.48,0,0.23,N,15
27,75000,MORTGAGE,2.0,VENTURE,B,8000,10.95,0,0.11,N,7
31,33000,RENT,1.0,MEDICAL,D,9750,14.54,1,0.3,Y,9
22,26000,RENT,5.0,PERSONAL,D,11200,16.89,1,0.43,N,3
31,90000,MORTGAGE,9.0,MEDICAL,A,14400,7.66,0,0.16,N,6
22,55000,MORTGAGE,2.0,MEDICAL,C,4800,12.98,0,0.09,N,4
25,39000,MORTGAGE,9.0,MEDICAL,A,4500,6.54,0,0.12,N,4
31,31000,RENT,5.0,PERSONAL,A,7500,7.49,0,0.24,N,9
23,27600,MORTGAGE,,EDUCATION,A,9800,7.29,0,0.36,N,4
28,140000,RENT,3.0,DEBTCONSOLIDATION,B,12000,9.91,0,0.09,N,10
22,50000,RENT,6.0,MEDICAL,A,9500,6.99,0,0.19,N,2
22,23000,RENT,3.0,DEBTCONSOLIDATION,B,3500,10.37,0,0.15,N,4
24,62000,MORTGAGE,7.0,PERSONAL,A,6200,,0,0.1,N,2
27,142000,RENT,2.0,MEDICAL,C,5000,13.16,0,0.04,Y,9
23,34188,OWN,,VENTURE,A,3200,7.14,0,0.09,N,3
31,258000,MORTGAGE,3.0,PERSONAL,A,28000,5.99,0,0.11,N,5
24,28000,RENT,3.0,VENTURE,E,6400,14.75,0,0.23,N,2
28,72467,RENT,2.0,MEDICAL,B,5000,8.88,0,0.07,N,7
28,300000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,10800,6.92,0,0.04,N,5
26,300000,OWN,9.0,HOMEIMPROVEMENT,B,10000,10.38,0,0.03,N,4
35,34200,RENT,3.0,EDUCATION,A,7200,6.99,0,0.21,N,6
31,68000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,18000,10.0,0,0.26,N,10
43,40000,MORTGAGE,3.0,MEDICAL,B,18000,11.83,0,0.45,N,15
39,44000,RENT,11.0,MEDICAL,D,1800,14.91,1,0.04,N,17
26,40000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,5300,5.42,0,0.13,N,2
47,18000,MORTGAGE,,PERSONAL,A,3000,5.42,1,0.17,N,12
26,30000,RENT,3.0,EDUCATION,C,8000,12.61,0,0.27,Y,4
22,75000,RENT,3.0,EDUCATION,B,10600,10.99,0,0.14,N,3
30,90000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,4500,5.99,0,0.05,N,6
34,42000,OWN,1.0,VENTURE,A,22750,6.91,0,0.54,N,10
27,49000,RENT,3.0,PERSONAL,D,3000,14.96,0,0.06,Y,8
39,73000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,10000,7.51,0,0.14,N,13
27,34000,RENT,10.0,MEDICAL,D,4000,17.19,1,0.12,Y,9
33,82000,RENT,5.0,VENTURE,C,15000,14.35,0,0.18,N,7
21,68100,MORTGAGE,5.0,DEBTCONSOLIDATION,E,17500,17.19,1,0.26,N,4
22,21600,MORTGAGE,,PERSONAL,C,4000,12.99,0,0.19,N,2
22,30000,RENT,0.0,PERSONAL,A,8000,9.32,0,0.27,N,4
33,30000,MORTGAGE,8.0,VENTURE,A,12000,7.14,0,0.4,N,5
22,43000,OWN,5.0,VENTURE,B,3500,11.49,0,0.08,N,3
38,112224,MORTGAGE,5.0,EDUCATION,A,25000,6.99,0,0.22,N,13
24,35004,MORTGAGE,5.0,EDUCATION,A,7000,5.42,0,0.2,N,3
37,79992,MORTGAGE,2.0,PERSONAL,C,9000,,1,0.11,Y,14
26,17280,RENT,0.0,HOMEIMPROVEMENT,C,3000,,1,0.17,N,4
24,39000,RENT,8.0,MEDICAL,D,1500,15.62,0,0.04,Y,3
27,80000,MORTGAGE,11.0,PERSONAL,B,20000,,0,0.25,N,10
34,30636,RENT,4.0,DEBTCONSOLIDATION,B,10000,10.37,1,0.33,N,10
22,43000,OWN,2.0,VENTURE,B,22800,12.69,0,0.53,N,2
23,21600,RENT,1.0,EDUCATION,D,4500,15.65,1,0.21,N,2
34,154000,MORTGAGE,4.0,PERSONAL,B,4000,10.37,0,0.03,N,8
32,47004,RENT,7.0,HOMEIMPROVEMENT,C,12000,12.53,1,0.26,N,5
23,80000,RENT,6.0,VENTURE,A,6500,7.51,0,0.08,N,3
36,60000,RENT,3.0,EDUCATION,A,9500,7.14,0,0.16,N,12
24,145000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,7000,10.99,0,0.05,N,3
29,82000,OWN,5.0,PERSONAL,C,21000,14.65,0,0.26,Y,5
26,114000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,6000,10.0,1,0.05,N,2
39,55000,RENT,2.0,EDUCATION,C,6000,12.99,0,0.11,N,13
22,60000,MORTGAGE,5.0,VENTURE,B,20000,12.21,0,0.33,N,3
25,72000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,10000,14.27,1,0.14,N,3
26,40000,RENT,3.0,DEBTCONSOLIDATION,B,5000,9.45,0,0.13,N,3
34,65000,RENT,3.0,PERSONAL,D,15000,,0,0.23,Y,6
35,130000,RENT,11.0,EDUCATION,E,6600,17.93,0,0.05,N,5
26,58000,MORTGAGE,1.0,MEDICAL,D,25000,13.55,1,0.43,Y,4
25,38014,MORTGAGE,4.0,HOMEIMPROVEMENT,A,10000,8.49,0,0.26,N,3
28,116000,OWN,7.0,VENTURE,C,12000,13.49,0,0.1,Y,6
23,37000,RENT,4.0,PERSONAL,C,10000,13.23,0,0.27,N,3
23,78000,RENT,7.0,DEBTCONSOLIDATION,A,8100,7.29,0,0.1,N,2
24,61200,MORTGAGE,5.0,EDUCATION,B,5100,10.51,0,0.08,N,2
32,89000,RENT,0.0,MEDICAL,A,12000,8.94,0,0.13,N,6
43,350000,MORTGAGE,3.0,PERSONAL,B,18000,11.49,0,0.05,N,14
29,70004,RENT,0.0,EDUCATION,B,12500,8.88,0,0.18,N,7
30,107000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,2500,10.78,0,0.02,Y,6
28,100000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,12000,10.99,0,0.12,N,8
23,28800,RENT,0.0,EDUCATION,A,4000,5.42,0,0.14,N,2
23,95000,MORTGAGE,7.0,EDUCATION,C,15000,12.73,0,0.16,Y,4
26,25000,RENT,4.0,MEDICAL,D,6500,14.09,1,0.26,Y,2
40,60000,RENT,0.0,DEBTCONSOLIDATION,B,6500,11.11,0,0.11,N,13
32,30000,MORTGAGE,16.0,EDUCATION,A,7000,6.99,0,0.23,N,6
22,84000,MORTGAGE,6.0,PERSONAL,B,12000,11.99,0,0.14,N,3
26,53000,MORTGAGE,10.0,MEDICAL,C,11500,14.65,0,0.22,N,4
35,32000,RENT,1.0,EDUCATION,A,3125,7.14,0,0.1,N,9
25,42000,RENT,2.0,DEBTCONSOLIDATION,C,4800,13.22,0,0.11,N,4
24,56000,OWN,8.0,EDUCATION,B,2000,11.49,0,0.04,N,2
23,60000,MORTGAGE,3.0,EDUCATION,A,20000,7.88,0,0.33,N,4
47,1362000,MORTGAGE,9.0,VENTURE,A,6600,7.74,0,0.0,N,17
29,59354,MORTGAGE,5.0,MEDICAL,D,9600,13.67,1,0.14,Y,10
22,86000,MORTGAGE,4.0,PERSONAL,A,24000,7.51,0,0.28,N,2
28,29000,RENT,4.0,DEBTCONSOLIDATION,D,10000,16.77,1,0.34,N,10
26,71000,RENT,9.0,MEDICAL,B,3000,,0,0.04,N,4
23,51000,MORTGAGE,2.0,PERSONAL,A,8000,7.49,0,0.16,N,3
23,13200,RENT,0.0,DEBTCONSOLIDATION,C,3000,,1,0.23,N,3
22,70204,RENT,6.0,PERSONAL,D,15000,15.7,0,0.21,Y,3
29,140000,OWN,5.0,VENTURE,B,27000,9.91,0,0.19,N,7
30,74400,OWN,8.0,VENTURE,A,7500,,0,0.1,N,7
36,48000,MORTGAGE,6.0,VENTURE,A,1500,8.9,0,0.03,N,16
21,16800,MORTGAGE,0.0,VENTURE,B,6000,10.39,1,0.36,N,4
27,56000,MORTGAGE,0.0,EDUCATION,D,25000,13.55,1,0.45,N,8
21,85800,MORTGAGE,5.0,VENTURE,B,18900,,0,0.22,N,2
21,45996,MORTGAGE,2.0,EDUCATION,C,17000,13.16,1,0.37,Y,4
22,24000,RENT,0.0,DEBTCONSOLIDATION,A,2450,7.9,0,0.1,N,2
28,160000,OWN,12.0,VENTURE,B,23000,11.83,0,0.14,N,5
32,60000,MORTGAGE,4.0,PERSONAL,B,13250,11.83,0,0.22,N,10
26,29000,RENT,10.0,DEBTCONSOLIDATION,A,9200,7.49,1,0.32,N,3
31,62000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,17000,,0,0.27,N,10
22,41300,RENT,1.0,VENTURE,A,5800,7.43,0,0.14,N,3
22,69000,MORTGAGE,6.0,PERSONAL,C,7800,12.41,0,0.11,N,4
21,29004,RENT,0.0,MEDICAL,D,7500,,1,0.26,Y,2
22,137000,MORTGAGE,3.0,MEDICAL,B,25000,9.99,0,0.18,N,4
25,118000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,15000,7.88,0,0.13,N,4
45,60000,RENT,4.0,DEBTCONSOLIDATION,B,25000,9.99,1,0.42,N,16
36,55200,RENT,3.0,MEDICAL,D,9900,14.84,1,0.18,Y,13
21,32000,RENT,3.0,EDUCATION,A,5000,7.68,0,0.16,N,4
23,65000,MORTGAGE,7.0,VENTURE,A,6250,6.76,0,0.1,N,2
22,50000,MORTGAGE,7.0,EDUCATION,A,6400,8.0,0,0.13,N,2
22,32769,RENT,3.0,VENTURE,A,7000,7.29,0,0.21,N,3
40,70000,MORTGAGE,16.0,HOMEIMPROVEMENT,A,12000,5.79,0,0.17,N,14
36,43680,MORTGAGE,0.0,PERSONAL,C,15000,13.11,0,0.34,N,15
24,73000,RENT,0.0,HOMEIMPROVEMENT,A,18500,7.9,1,0.25,N,2
23,50000,RENT,0.0,EDUCATION,A,10000,6.92,0,0.2,N,2
24,75000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,15000,6.03,0,0.2,N,2
25,39996,RENT,2.0,MEDICAL,B,10000,10.99,0,0.25,N,4
30,49000,RENT,2.0,PERSONAL,D,5000,15.31,1,0.1,N,7
37,71400,MORTGAGE,7.0,MEDICAL,E,3100,20.69,1,0.04,Y,14
22,78000,OTHER,4.0,PERSONAL,B,5600,,0,0.07,N,2
25,50000,RENT,0.0,HOMEIMPROVEMENT,B,6400,9.91,0,0.13,N,4
23,90000,RENT,5.0,MEDICAL,A,8000,6.92,0,0.09,N,3
34,95000,RENT,7.0,MEDICAL,B,10000,9.99,0,0.11,N,6
28,56800,RENT,2.0,VENTURE,A,4000,7.88,0,0.07,N,9
25,31200,MORTGAGE,3.0,MEDICAL,A,11200,5.42,0,0.36,N,2
23,45000,RENT,7.0,PERSONAL,C,15000,12.84,1,0.33,N,3
39,55000,RENT,0.0,MEDICAL,B,3000,10.2,0,0.05,N,15
21,26124,RENT,3.0,EDUCATION,D,8875,15.62,1,0.34,Y,3
24,32400,RENT,0.0,EDUCATION,C,1600,13.98,1,0.05,N,3
26,40000,RENT,1.0,MEDICAL,A,1400,7.74,0,0.04,N,3
25,61000,MORTGAGE,4.0,EDUCATION,A,7000,5.79,0,0.11,N,4
23,85000,RENT,1.0,DEBTCONSOLIDATION,A,10200,,0,0.12,N,3
22,25000,OWN,,VENTURE,A,5000,6.03,0,0.2,N,3
22,42000,RENT,3.0,MEDICAL,B,8550,11.99,0,0.2,N,2
33,21600,RENT,3.0,DEBTCONSOLIDATION,B,10000,12.53,1,0.46,N,8
22,44172,RENT,4.0,PERSONAL,B,15000,10.37,1,0.34,N,3
22,48000,MORTGAGE,4.0,PERSONAL,A,6500,6.17,0,0.14,N,2
27,44000,RENT,5.0,VENTURE,C,10000,15.27,1,0.23,Y,7
33,42996,RENT,2.0,VENTURE,A,8200,7.88,0,0.19,N,9
28,59904,MORTGAGE,12.0,MEDICAL,C,3000,12.53,0,0.05,Y,10
24,95000,OWN,8.0,PERSONAL,C,4800,13.43,0,0.05,N,3
25,60000,MORTGAGE,8.0,EDUCATION,C,8000,,0,0.13,N,3
44,37000,RENT,0.0,PERSONAL,C,3500,12.87,0,0.09,N,13
26,26400,RENT,0.0,EDUCATION,A,4000,7.9,0,0.15,N,2
21,102000,MORTGAGE,0.0,EDUCATION,D,18000,14.96,0,0.18,N,3
59,83768,MORTGAGE,15.0,PERSONAL,B,12000,11.86,0,0.14,N,18
32,52800,RENT,3.0,PERSONAL,D,15000,16.29,0,0.28,N,6
21,23040,RENT,0.0,HOMEIMPROVEMENT,A,6000,7.9,1,0.26,N,2
25,42000,RENT,3.0,MEDICAL,A,5000,7.51,0,0.12,N,3
27,72900,MORTGAGE,3.0,PERSONAL,D,10000,15.7,0,0.14,Y,9
23,24000,MORTGAGE,1.0,DEBTCONSOLIDATION,D,2800,16.07,1,0.12,N,3
22,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,18000,12.99,0,0.3,N,2
25,61200,MORTGAGE,1.0,PERSONAL,A,5650,7.66,0,0.09,N,2
26,64000,RENT,8.0,DEBTCONSOLIDATION,B,7500,9.83,0,0.12,N,3
28,50000,RENT,0.0,VENTURE,A,7000,6.92,0,0.14,N,9
32,188000,MORTGAGE,0.0,EDUCATION,B,10000,10.71,1,0.05,N,7
32,61572,MORTGAGE,0.0,VENTURE,C,15000,13.57,0,0.24,N,7
34,78000,RENT,0.0,DEBTCONSOLIDATION,A,16800,7.37,0,0.22,N,5
29,40000,MORTGAGE,13.0,PERSONAL,B,25000,11.86,0,0.63,N,7
26,50000,OWN,7.0,MEDICAL,A,12000,8.49,0,0.24,N,4
34,80300,MORTGAGE,3.0,PERSONAL,C,15000,12.73,0,0.19,Y,9
28,85000,RENT,1.0,EDUCATION,A,14400,9.07,0,0.17,N,8
25,72700,RENT,4.0,HOMEIMPROVEMENT,D,7000,14.84,0,0.1,Y,2
24,205000,MORTGAGE,2.0,MEDICAL,B,11000,10.99,0,0.05,N,4
22,120000,MORTGAGE,3.0,MEDICAL,A,22000,7.49,0,0.18,N,3
22,57564,MORTGAGE,6.0,MEDICAL,B,21000,11.48,0,0.36,N,3
25,44000,RENT,7.0,MEDICAL,C,7500,13.92,1,0.17,N,3
30,31000,RENT,7.0,MEDICAL,D,4750,14.84,1,0.15,N,9
27,55000,MORTGAGE,8.0,VENTURE,C,7500,12.22,0,0.14,Y,6
38,30132,RENT,,MEDICAL,C,3000,13.85,1,0.1,Y,14
29,74000,RENT,0.0,HOMEIMPROVEMENT,C,16000,13.79,1,0.22,Y,8
26,36000,RENT,1.0,VENTURE,A,7000,8.94,0,0.19,N,3
27,30000,RENT,2.0,MEDICAL,A,6000,7.66,0,0.2,N,9
32,84996,MORTGAGE,5.0,MEDICAL,B,20000,8.88,0,0.24,N,5
21,72000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,2000,6.54,0,0.03,N,2
27,159600,MORTGAGE,1.0,HOMEIMPROVEMENT,B,25000,,0,0.16,N,8
24,54996,RENT,2.0,HOMEIMPROVEMENT,B,23600,11.89,1,0.43,N,4
28,75000,RENT,0.0,VENTURE,A,5625,6.91,0,0.07,N,5
27,32160,RENT,1.0,MEDICAL,D,4000,15.99,1,0.12,N,9
24,80000,RENT,2.0,MEDICAL,B,24000,10.25,0,0.3,N,2
29,59000,RENT,3.0,EDUCATION,A,6000,7.88,0,0.1,N,8
27,50000,RENT,5.0,HOMEIMPROVEMENT,B,12000,10.37,0,0.24,N,6
28,57360,MORTGAGE,3.0,EDUCATION,B,23000,,0,0.4,N,7
22,45000,RENT,4.0,EDUCATION,B,10000,10.65,0,0.22,N,3
22,60000,MORTGAGE,6.0,VENTURE,A,11200,5.79,0,0.19,N,4
24,23000,RENT,0.0,HOMEIMPROVEMENT,C,8000,13.49,1,0.35,N,4
27,30000,RENT,0.0,PERSONAL,D,10000,15.31,1,0.33,N,7
32,54000,RENT,2.0,HOMEIMPROVEMENT,E,6000,15.95,1,0.11,N,7
31,100000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,11000,7.51,0,0.11,N,5
28,41600,OWN,0.0,VENTURE,B,13000,11.58,0,0.31,N,9
31,102672,OWN,,EDUCATION,A,10000,7.9,0,0.1,N,10
27,64000,MORTGAGE,11.0,MEDICAL,B,3500,11.99,0,0.05,N,8
24,55243,MORTGAGE,6.0,MEDICAL,B,2900,9.62,1,0.04,N,2
39,48000,RENT,4.0,MEDICAL,D,20500,14.59,1,0.43,N,16
29,74000,RENT,3.0,HOMEIMPROVEMENT,C,16000,13.11,1,0.22,Y,5
23,40000,MORTGAGE,7.0,VENTURE,A,5000,6.62,0,0.13,N,4
33,25000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,3000,12.53,0,0.12,Y,10
27,58000,RENT,3.0,MEDICAL,C,1400,15.27,0,0.02,Y,7
24,64000,MORTGAGE,2.0,DEBTCONSOLIDATION,E,12000,17.56,1,0.19,Y,4
22,37000,RENT,,DEBTCONSOLIDATION,B,10000,,0,0.27,N,2
24,47928,RENT,1.0,MEDICAL,B,6000,12.53,0,0.13,N,2
40,16800,RENT,8.0,PERSONAL,A,5000,8.94,1,0.3,N,17
27,55000,MORTGAGE,2.0,MEDICAL,B,9600,9.62,0,0.17,N,9
32,75000,MORTGAGE,5.0,VENTURE,C,16000,13.49,0,0.21,N,8
23,34800,RENT,7.0,EDUCATION,A,2500,6.39,0,0.07,N,2
28,78000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,19700,7.9,0,0.25,N,9
24,110000,RENT,7.0,VENTURE,D,24000,15.62,0,0.22,N,4
41,140000,MORTGAGE,2.0,EDUCATION,E,15000,17.88,0,0.11,N,11
29,90000,MORTGAGE,13.0,DEBTCONSOLIDATION,A,6000,6.03,0,0.07,N,5
25,43200,RENT,3.0,PERSONAL,C,3000,13.8,0,0.07,Y,3
48,50000,RENT,1.0,HOMEIMPROVEMENT,B,5000,11.49,0,0.1,N,12
25,42000,RENT,9.0,MEDICAL,C,10000,14.27,0,0.24,N,2
40,80000,RENT,0.0,MEDICAL,A,6000,8.94,0,0.07,N,11
25,87000,MORTGAGE,4.0,MEDICAL,B,13000,11.26,0,0.15,N,3
33,58100,RENT,1.0,DEBTCONSOLIDATION,C,17500,13.57,0,0.3,Y,10
28,38700,RENT,8.0,VENTURE,B,3600,11.12,0,0.09,N,7
21,48000,MORTGAGE,5.0,EDUCATION,C,10800,12.84,0,0.23,N,2
27,102500,MORTGAGE,0.0,DEBTCONSOLIDATION,B,9000,11.49,0,0.09,N,6
25,34800,RENT,9.0,MEDICAL,D,5600,16.77,1,0.16,N,4
34,15523,OWN,1.0,VENTURE,A,3800,7.49,1,0.24,N,9
27,58000,RENT,11.0,VENTURE,A,7000,,0,0.12,N,9
30,23000,RENT,3.0,PERSONAL,C,6500,14.72,0,0.28,N,10
23,50000,MORTGAGE,6.0,EDUCATION,B,17000,12.42,0,0.34,N,3
36,54000,RENT,2.0,HOMEIMPROVEMENT,A,7500,,1,0.14,N,14
22,50000,RENT,4.0,MEDICAL,A,12500,7.29,0,0.25,N,2
31,60000,RENT,6.0,VENTURE,B,15000,11.12,0,0.25,N,5
28,80000,RENT,8.0,VENTURE,D,14000,14.91,0,0.17,N,5
26,27000,RENT,0.0,VENTURE,B,8000,11.11,0,0.3,N,4
21,30000,RENT,5.0,VENTURE,B,10000,11.99,1,0.33,N,4
46,60070,RENT,2.0,PERSONAL,C,5500,14.22,0,0.09,Y,17
24,56000,MORTGAGE,8.0,MEDICAL,A,12250,6.03,0,0.22,N,4
32,30000,RENT,1.0,EDUCATION,B,11450,9.99,1,0.38,N,6
22,79000,MORTGAGE,6.0,MEDICAL,A,10375,6.62,0,0.13,N,4
35,39996,RENT,4.0,EDUCATION,A,8000,5.99,0,0.2,N,5
30,75000,MORTGAGE,9.0,HOMEIMPROVEMENT,C,14000,13.79,1,0.19,N,8
34,47300,MORTGAGE,3.0,MEDICAL,A,12000,7.88,0,0.25,N,8
24,57000,MORTGAGE,9.0,MEDICAL,C,6500,13.04,1,0.11,Y,4
21,75000,MORTGAGE,5.0,EDUCATION,A,5400,7.29,0,0.07,N,3
23,49000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,9600,5.42,0,0.2,N,3
22,39000,RENT,5.0,DEBTCONSOLIDATION,B,13000,11.83,1,0.33,N,4
38,67870,MORTGAGE,6.0,DEBTCONSOLIDATION,B,5000,,0,0.07,N,15
25,306000,RENT,2.0,DEBTCONSOLIDATION,C,24250,13.85,0,0.08,N,3
27,110000,MORTGAGE,0.0,MEDICAL,B,10000,10.37,0,0.09,N,9
22,28080,RENT,,MEDICAL,B,4200,9.91,1,0.15,N,4
24,64000,MORTGAGE,8.0,VENTURE,B,4800,12.21,0,0.07,N,4
22,44000,RENT,3.0,HOMEIMPROVEMENT,C,3600,13.43,1,0.08,Y,2
33,33600,OWN,3.0,VENTURE,C,9500,12.99,0,0.28,N,8
22,29004,MORTGAGE,6.0,EDUCATION,A,2500,6.91,0,0.09,N,3
26,72500,RENT,1.0,VENTURE,B,10000,9.96,0,0.14,N,3
67,200000,MORTGAGE,2.0,PERSONAL,C,3000,10.28,0,0.01,N,26
40,75600,MORTGAGE,9.0,VENTURE,A,14000,7.51,0,0.19,N,14
22,20000,OWN,7.0,PERSONAL,B,3200,12.21,0,0.16,N,4
36,75000,MORTGAGE,9.0,PERSONAL,A,24000,7.51,0,0.32,N,13
22,43000,MORTGAGE,4.0,PERSONAL,C,6600,14.27,0,0.15,Y,2
27,25000,MORTGAGE,4.0,PERSONAL,D,4750,14.83,0,0.19,N,9
29,42108,OWN,0.0,EDUCATION,A,2500,8.0,0,0.06,N,5
